,business_id,full_address,active,city,review_count,business_name,neighborhoods,latitude,longitude,state,stars
11,-1-sUowC7fJ-cn7mCxvJ5w,"7121 E 5th Ave
Ste 1
Scottsdale, AZ 85251",True,Scottsdale,3,The Angel Store & More...,,33.497981,-111.92741299999999,AZ,2.5
12,-1bOb2izeJBZjHC7NWxiPA,"61 W. Thomas Road
Phoenix, AZ 85013",True,Phoenix,75,First Watch,,33.479996,-112.07714399999999,AZ,3.5
13,-1N0Z3uM8xbxKS8XiAnaog,"7047 E Greenway Parkway
Suite 250
Scottsdale, AZ 85254",True,Scottsdale,3,Corporate Office Centers,,33.622546,-111.92857,AZ,2.5
14,-1qDklczWpxON-3_Nj9NgA,"525 W Broadway Rd
Tempe, AZ 85282",True,Tempe,4,Arby's,,33.407373,-111.94703999999999,AZ,3.0
15,-24unjUhdfbFW43xD8l-aA,"1900 W Germann Rd
Ste 3
Chandler, AZ 85286",True,Chandler,13,Bikram Yoga Chandler,,33.276678000000004,-111.875125,AZ,4.5
16,-2xCV0XGD9NxfWaVwA1-DQ,"9008 N 99th Ave
Peoria, AZ 85345",True,Peoria,8,Nino's Pizzeria 2,,33.566264000000004,-112.27661499999999,AZ,4.0
17,-2_O3_WKgO5In5XO5extNQ,"1107 E Bell Rd
Ste 16
Phoenix, AZ 85022",True,Phoenix,6,Balkan Bakery,,33.639493,-112.057685,AZ,5.0
18,-34jE_5dujSWMIOBudQsiQ,"9377 E Bell Rd
Scottsdale, AZ 85260",True,Scottsdale,5,"Dairiki Tami, MD",,33.637203,-111.88219099999999,AZ,5.0
19,-3frEL8Vo8kyq4kfgTn0GA,"6185 W Chandler Blvd
Chandler, AZ 85226",True,Chandler,4,Filiberto's,,33.304775,-111.947948,AZ,3.5
20,-3jSU7oWrDqRgV68TWtlOg,"3557 W Dunlap Ave
Phoenix, AZ 85051",True,Phoenix,3,International 88 Market,,33.567232000000004,-112.136127,AZ,2.0
21,-3WVw1TNQbPBzaKCaQQ1AQ,"302 E Flower St
Phoenix, AZ 85012",True,Phoenix,198,China Chili,,33.48585,-112.069181,AZ,4.0
22,-3xbryp44xhpN4BohxXDdQ,"21001 N Tatum Blvd
Phoenix, AZ 85050",True,Phoenix,89,The Keg Steakhouse + Bar,,33.678615,-111.974607,AZ,4.0
23,-4A5xmN21zi_TXnUESauUQ,"2613 N Scottsdale Rd
Scottsdale, AZ 85257",True,Scottsdale,374,D'lish,,33.477178,-111.925799,AZ,4.5
24,-4BtfPW3_v092G8pqHrv4w,"1175 W Chandler Blvd
Chandler, AZ 85224",True,Chandler,6,Wendy's ,,33.305578999999994,-111.86218899999999,AZ,4.0
25,-4QayefhaPXm6wPp-Zpb0A,"8399 W Lynwood St
Tolleson, AZ 85353",True,Tolleson,3,Premier Inn,,33.464189000000005,-112.238571,AZ,3.5
26,-4zMr3jk0ykmsk5sxsQMlA,"1996 N Alma School Road
Chandler, AZ 85224",True,Chandler,5,99 Cents Only Store,,33.335144,-111.859078,AZ,4.0
27,-50sQyEuqRFKYTc1QHOZoQ,"13200 W McDowell Rd
Goodyear, AZ 85395",True,Goodyear,4,Desert Schools Federal Credit Union,,33.464887,-112.3432,AZ,4.0
28,-5bLhMLNGbIVyoPOVl0yLg,"1215 W Broadway Rd
Mesa, AZ 85202",True,Mesa,3,Enterprise Rent-A-Car,,33.407467,-111.85722700000001,AZ,4.5
29,-5EWgRkudDlcCbQSIL_twA,"408 E Roosevelt St
Phoenix, AZ 85004",True,Phoenix,12,Phoenix Food Truck Festival,,33.459022999999995,-112.068175,AZ,2.0
30,-5IgAihccTd8_iENVgpd9A,"8473 W Paradise Ln
Peoria, AZ 85382",True,Peoria,4,Comfort Suites,,33.636835999999995,-112.236722,AZ,3.5
31,-5rFC4EVrT-v8g1PSEf6Xg,"3145 N Dysart Rd
Ste C102
Avondale, AZ 85392",True,Avondale,59,Eest Asian Bistro,,33.482389000000005,-112.340851,AZ,4.0
32,-5XAZC1hC6G0NDkmPyhmUg,"714 S Val Vista Drive
Gilbert, AZ 85296",True,Gilbert,6,Fry's Food & Drug Stores & Fry's Marketplace,,33.337382,-111.757057,AZ,3.5
33,-6m6SqygK0Ak-PSN5pRqjA,"900 S Gilbert Rd
Gilbert, AZ 85296",True,Gilbert,3,Bank of America,,33.333858,-111.790644,AZ,2.5
34,-6O53B-ksqSKzWM6Y9moEQ,"75 W Baseline Rd
Ste 12
Gilbert, AZ 85233",True,Gilbert,10,Mesquite Grill and Sports Bar,,33.37833,-111.83238700000001,AZ,3.5
35,-6Roo-EHgSdUa4rP3tWyRw,"2800 W Chandler Blvd
Chandler, AZ 85224",True,Chandler,61,Mimis Cafe,,33.306411,-111.89307,AZ,3.5
36,-73hx2hut_2KPcGpCTO5YA,"6204 N Scottsdale Rd
Ste 103
Scottsdale, AZ 85253",True,Scottsdale,22,U-Swirl,,33.528911,-111.92586399999999,AZ,3.0
37,-7beeoZO7ehfJgpu09CZAA,"2501 W Happy Valley Rd
Phoenix, AZ 85085",True,Phoenix,3,Styles For Less No 216,,33.711090999999996,-112.112277,AZ,3.0
38,-7DxAxnXkAlTXUrtByoXAg,"5833 E McKellips Rd
Mesa, AZ 85215",True,Mesa,3,Kohl's Department Stores,,33.450196999999996,-111.70315900000001,AZ,5.0
39,-7smFzvh2E2fOOYs-0Dl8w,"3440 E Baseline Rd
Mesa, AZ 85234",True,Mesa,14,Chipotle,,33.379624,-111.755987,AZ,4.0
40,-89RyOPC5YszPxL5u8eYaw,"3841 E Superior Ave
Phoenix, AZ 85040",True,Phoenix,3,Arizona Foundation Solutions,,33.415789000000004,-111.997677,AZ,5.0
41,-8ESeBPSgUI736sd9ajn6Q,"7585 E Redfield Rd
Ste 112
Scottsdale, AZ 85260",True,Scottsdale,3,SuperSlow of Scottsdale,,33.613583,-111.917961,AZ,3.5
42,-8IvK1VBMRqYY6CQzD6arg,"701 E Thunderbird Trl
Phoenix, AZ 85042",True,Phoenix,15,Vistal Golf Club,,33.358207,-112.064195,AZ,3.0
43,-8PVP-Pnv232xPOUgPrxmg,"2727 W Agua Fria Fwy
Phoenix, AZ 85027",True,Phoenix,8,Target Stores,,33.666610999999996,-112.118879,AZ,3.0
44,-8vrk9UzM2oIey95PZOHuA,"9251 W Union Hills Dr
Peoria, AZ 85382",True,Peoria,6,KFC,,33.652158,-112.25728400000001,AZ,1.5
45,-8wyZkzfBmCFkMwCGcR4PQ,"4700 N 16th St
Phoenix, AZ 85016",False,Phoenix,32,Pugzie's,,33.505884,-112.04790700000001,AZ,3.5
46,-8Z6AiHwXInpnl6Q1Ey_5w,"4727 E Bell Rd
Phoenix, AZ 85032",True,Phoenix,4,Palo Verde Bike Shop,,33.638405,-111.97983700000002,AZ,2.0
47,-92fePI5W6MwOaxMxphFjA,"Arrowhead Mall
7700 W Arrowhead Towne Center Rd
Glendale, AZ 85308",True,Glendale,7,My Big Fat Greek Express,,33.664516,-112.20263500000001,AZ,3.5
48,-98noPZy1sH6NndWmdtuDw,"21001 North Tatum Blvd
Phoenix, AZ 85073",True,Phoenix,6,Port of Subs,,33.4499,-112.0739,AZ,2.5
49,-9E9RphlavSPtYl4JECSkg,"10953 N Frank Lloyd Wright B
Scottsdale, AZ 85259",True,Scottsdale,3,Park Discount Cleaners,,33.586434999999994,-111.834973,AZ,4.5
50,-9KmkVrh7p4jyPMfICzh5w,"2015 W Apache Trl
Ste W
Apache Junction, AZ 85120",True,Apache Junction,4,Bad Moon's Gaming,,33.4148,-111.56782199999999,AZ,4.5
51,-9meXYVIw8yFg_yMG5RvCw,"7171 W. Chandler Blvd.
Chandler, AZ 85226",True,Chandler,5,Super 8 Motel - Chandler / Phoenix,,33.305197,-111.96601499999998,AZ,3.5
52,-9pVS__IliMA2aNEYzrQrg,"4363 N 75th St
Scottsdale, AZ 85251",True,Scottsdale,132,American Junkie,,33.500169,-111.919817,AZ,3.0
53,-A5CFmkgdMEggaihtyxX4Q,"901 N 4th St
Phoenix, AZ 85004",False,Phoenix,12,nextDOOR,,33.457863,-112.06835900000002,AZ,3.5
54,-A82xEVAjOYZtDdRQw1FQw,"4727 E Bell Rd
Ste 47
Phoenix, AZ 85032",True,Phoenix,8,Best Home Appliances,,33.638405,-111.97983700000002,AZ,4.5
55,-AAig9FG0s8gYE4f8GfowQ,"4404 N Central Ave
Phoenix, AZ 85012",True,Phoenix,343,Pane Bianco,,33.500621,-112.07431100000001,AZ,4.0
56,-aBTFWuluGAJId7C4KNqeQ,"3505 E Union Hills Dr
Phoenix, AZ 85050",True,Phoenix,9,Paradise Valley Park Golf Course,,33.654307,-112.007407,AZ,2.5
57,-AcBphGFzYILy1XhnAwQTw,"510 S 52nd St
Ste 105
Tempe, AZ 85281",True,Tempe,5,Affordable Party & Event Rentals,,33.424281,-111.92408799999998,AZ,5.0
58,-aDuOZelvBHWKh-NrXooow,"2737 W Thunderbird Rd
Phoenix, AZ 85053",True,Phoenix,16,Port of Subs,,33.609811,-112.119194,AZ,3.5
59,-AEvCwVegPstHNAkhds-UA,"1854 S Val Vista Dr
Mesa, AZ 85204",True,Mesa,5,Hottie World,,33.38143,-111.75686699999999,AZ,4.5
60,-Al9ySAoa5iDhrYWddkL4g,"1221 N Central Ave
Phoenix, AZ 85004",True,Phoenix,9,Phoenix Public Library,,33.462917,-112.07307800000001,AZ,4.5
61,-AW_tud7yzJyyK9jDFQN0g,"4510 E Cactus Rd
Phoenix, AZ 85032",True,Phoenix,13,JCPenney,,33.6016,-111.98666200000001,AZ,3.5
62,-Bb1Xwd677TBSIPjw4x7oA,"857 N Dobson Rd
Mesa, AZ 85201",True,Mesa,30,Walmart,,33.432086,-111.864778,AZ,2.5
63,-bd26a1QEEpqUZjBmtBUiQ,"849 W University Dr
Tempe, AZ 85281",True,Tempe,225,Caf? Lalibela,,33.421336,-111.95161499999999,AZ,4.0
64,-bDVHwEw-CULe4ki6UM5Mg,"5435 E Tapekim Rd
Cave Creek, AZ 85331",True,Cave Creek,3,Wise Mechanical,,33.789606,-111.963752,AZ,5.0
65,-bLYfQ30phOC_znU8vyCpg,"University Dr
Mesa, AZ 85203",True,Mesa,3,Elite Mobile Auto Detailing,,33.422405,-111.805279,AZ,2.5
66,-BQHw828VNrNZ7LtFnFJCA,"18625 N Reems Rd
Surprise, AZ 85374",True,Surprise,10,Fletcher's Tire & Auto Service,,33.653328,-112.375846,AZ,5.0
67,-Bt99QgCCzmoZbchuDG_ew,"2651 W Guadalupe Rd
Ste 202
Mesa, AZ 85202",True,Mesa,4,Valley Movie Group,,33.363319,-111.890878,AZ,5.0
68,-b_VjHZmA7-8LVWp6z36VA,"2707 E Broadway Rd
Phoenix, AZ 85040",True,Phoenix,23,Mim's Burger & Mexican Food,,33.406834,-112.023595,AZ,3.5
69,-c-qfgM7OWavhLe1wwSR9Q,"6442 S McClintock Dr
Tempe, AZ 85283",True,Tempe,4,Backstage Salon & Spa,,33.362297,-111.91123700000001,AZ,5.0
70,-C4uFGbo6N1UOhf_tqX5tQ,"5036 W Cactus Rd
Glendale, AZ 85304",True,Glendale,3,Arizona Hair Company,,33.596329,-112.166905,AZ,4.5
71,-cKWUXE-16M1R15UOt6sqQ,"7014 E Camelback Rd
Scottsdale, AZ 85251",True,Scottsdale,14,Banana Republic,,33.502594,-111.929676,AZ,3.5
72,-cnpSvl4FAUIWeXuSdJwww,"2900 S Country Club Dr
Mesa, AZ 85210",True,Mesa,4,Treeland Nurseries,,33.361016,-111.841991,AZ,4.0
73,-cy8EpdXs44iT3FR4En0QA,"20851 Rittenhouse Rd.
Ste 101
Queen Creek, AZ 85142",True,Queen Creek,39,Firehouse Subs,,33.254731,-111.633504,AZ,4.0
74,-CYr479M7Y49UqIPwFcjEg,"23425 N 39th Dr
Ste 106
Glendale, AZ 85310",True,Glendale,8,Starbucks Corporation,,33.713276,-112.14196000000001,AZ,5.0
75,-CZ78c-H3tTxpP-uQ09CWw,"2817 S 46th St
Phoenix, AZ 85040",False,Phoenix,3,"American Dream Plumbing, Heating & Air Conditioning",,33.421231,-111.982371,AZ,4.5
76,-d1I0dwtCg1IIjnI3DZ38Q,"4044 S 16th St
Phoenix, AZ 85040",True,Phoenix,8,Susie's Mexican Cafe & Lounge,,33.408843,-112.047101,AZ,3.5
77,-DGbZCnfEiHUy-ksKeJ72Q,"1400 S McClintock
Tempe, AZ 85281",True,Tempe,16,Starters Sports Bar and Grill,,33.412825,-111.90911899999999,AZ,3.5
78,-DgcMdW6wc3UAu2c0tJFfg,"201 W Guadalupe
Ste 200
Gilbert, AZ 85233",True,Gilbert,3,East Valley Family Medical,,33.363146,-111.793796,AZ,3.5
79,-dlVtdzpjjc4o-OJ4S6xtg,"2717 E Lehi Rd
Mesa, AZ 85213",True,Mesa,4,Orange Patch,,33.475226,-111.77253999999999,AZ,5.0
80,-dz2h55a0SdnBJEXQm9CAQ,"700 W Ray Rd
Gilbert, AZ 85233",True,Gilbert,15,Prestige Animal Clinic,,33.321564,-111.80485700000001,AZ,4.5
81,-E6NMzhMX4YScGCNwbycPg,"3501 N Scottsdale Rd Ste 226
Scottsdale, AZ 85251",True,Scottsdale,3,Southwest Jaw Surgeons of Arizona,,33.488869,-111.92575,AZ,5.0
82,-E6XYf1ce1NCtV3QQI-3xA,"1434 S Alma School Rd
Mesa, AZ 85210",True,Mesa,30,LongHorn Steakhouse,,33.388376,-111.857698,AZ,3.5
83,-EctXOb3B7T177jGYUhjVA,"530 W Broadway
Tempe, AZ 85282",True,Tempe,181,Boulders On Broadway,,33.407561,-111.947525,AZ,4.0
84,-eE4PAWu5FBRnAvbIMzWqg,"6316 N Scottsdale Road
Paradise Valley, AZ 85253",False,Paradise Valley,4,Quilted Bear,,33.529798,-111.925816,AZ,2.0
85,-eim7j3MfRWxhatv-udhYw,"7120 N 12th St
Phoenix, AZ 85020",True,Phoenix,5,The Urban Farm Nursery,,33.540306,-112.056652,AZ,4.5
86,-EOZn5fbMKUo_3QEDFfedQ,"2626 E Pecos Road
Chandler, AZ 85225",True,Chandler,7,Chandler-Gilbert Community College,,33.292753999999995,-111.796167,AZ,3.0
87,-ev01HlCKf7CYsh8ZXG_7w,"2442 E Camelback Rd
Ste 8
Phoenix, AZ 85016",False,Phoenix,8,Three Dog Bakery,,33.509445,-112.02906899999999,AZ,3.5
88,-f5EhKQb7jPtDl1eYDwV0w,"3329 E Bell Rd
Phoenix, AZ 85032",True,Phoenix,3,Domino's Pizza,,33.639969,-112.010011,AZ,4.0
89,-F9-dpfu6eVuS7HGs1ptsQ,"5000 S Arizona Mills Cir
Tempe, AZ 85282",True,Tempe,12,Neiman Marcus Last Call,,33.383123,-111.96448500000001,AZ,3.5
90,-fgp41smAIXPBzmWzpY1aQ,"5960 W Bell Rd
Glendale, AZ 85308",True,Glendale,5,Stein Mart,,33.638757,-112.1879,AZ,4.0
91,-fIGHIUdHX-T_ZGh2IQz4Q,"7014 East Camelback Rd., Space 1056
Scottsdale Fashion Square
Phoenix, AZ 85251",True,Phoenix,8,Gucci,,33.502509,-111.929023,AZ,2.0
92,-fpBB1Oa7fVi7liNUd8qow,"3825 West Ray Rd.
Chandler, AZ 85226",True,Chandler,13,AMF McRay Plaza Lanes,,33.319492,-111.90813200000001,AZ,4.0
93,-fsCfTYEnJ4s6yStgBnQig,"14202 N Scottsdale Rd
Scottsdale, AZ 85254",False,Scottsdale,46,Farrelli's Cinema Supper Club,,33.615158,-111.926433,AZ,4.0
94,-ftQeUsqwDkExRg6IYrubQ,"717 W Union Hills
Ste 1
Phoenix, AZ 85027",True,Phoenix,135,Chicago Gyros,,33.654353,-112.08358,AZ,4.5
95,-Fv9yPpyBd2Ophih6b2mTw,"4515 N 16th St
Phoenix, AZ 85016",True,Phoenix,7,Celebrity Tanning,,33.502638,-112.047094,AZ,4.0
96,-g5leVOzKA33Ruabe2Zo9w,"1605 S Gilbert Rd
Gilbert, AZ 85295",True,Gilbert,14,B&G Caf?,,33.334868,-111.78958100000001,AZ,3.5
97,-gefwOTDqW9HWGDvWBPSMQ,"18 W Monroe St
Phoenix, AZ 85003",True,Phoenix,156,Seamus McCaffrey's,,33.450457,-112.074344,AZ,3.5
98,-gIVoMNqvKWcBpQkpg-10w,"1028 W Grand Ave
Phoenix, AZ 85007",True,Phoenix,4,Red House Pub,,33.455169,-112.08680600000001,AZ,5.0
99,-GPiLRLH0MWH6Pjs0WDglg,"7606 W. Bell Rd
Glendale, AZ 85308",True,Glendale,20,Black Angus Steakhouse,,33.638337,-112.222939,AZ,3.0
100,-Gse8l_ec33gkWgotCLsew,"1721 E Warner Rd
Tempe, AZ 85284",False,Tempe,5,The Magic Wok,,33.334634,-111.91301499999999,AZ,3.5
101,-GYx5GAx_-4XEsn7mFwdkA,"1636 South Stapley
Mesa, AZ 85206",True,Mesa,23,Red Robin Gourmet Burgers,,33.383884,-111.805901,AZ,3.0
102,-h-q6zTIdPlkz9BDP11sBg,"2502 E Camelback Rd
Phoenix, AZ 85016",True,Phoenix,208,Seasons 52,,33.510234000000004,-112.02749399999999,AZ,4.0
103,-H0JvSyF8r8vGDEBjRNArg,"1468 N Litchfield Rd.
Suite M-5
Goodyear, AZ 85395",True,Goodyear,11,European Wax Center,,33.462861,-112.35822900000001,AZ,3.5
104,-h1WpfgqAmJcJDqyXXJ2og,"6455 East Southern Ave.
Mesa, AZ 85206",True,Mesa,22,Fuddruckers,,33.393738,-111.69164599999999,AZ,4.5
105,-h9LochyBgKpsLwNXfTiOw,"5010 W Olive Ave
Glendale, AZ 85302",False,Glendale,9,Phoenix BBQ & Deli,,33.567498,-112.167096,AZ,3.0
106,-HnNSLlmNbesJ7NF5CmgFg,"10402 N Black Canyon Hwy
Phoenix, AZ 85051",False,Phoenix,3,Buffalo Wild Wings,,33.580605,-112.11811100000001,AZ,2.0
107,-hQ8iZygzi0iiTFUkHgiEA,"1628 E Southern Ave
Ste 2
Tempe, AZ 85282",True,Tempe,58,Back East Bagels,,33.392998,-111.912764,AZ,3.5
108,-HSVYFf0h868QQnLMHZWNw,"8408 West Paradise Ln
Peoria, AZ 85382",True,Peoria,6,Hampton Inn,,33.635686,-112.235956,AZ,3.5
109,-hWSt4JO2zT7zd7QzLZY9Q,"16572 W Greenway Rd
Bldg C
Ste 101
Surprise, AZ 85388",False,Surprise,5,Over Coffee,,33.623982,-112.415966,AZ,4.5
110,-hyRIQfgdwhPdNw8PTWMYw,"7400 S Power Rd Ste 112
Gilbert, AZ 85297",True,Gilbert,3,Restore Physical Therapy & Sports Medicine,,33.281514,-111.68683200000001,AZ,3.5
111,-hzkQ8YIkExQse3vX0HOcg,"4306 N 7th Ave
Phoenix, AZ 85013",False,Phoenix,7,Lil' Mama's Soul Food Cafe,,33.498858,-112.083502,AZ,3.0
112,-I3Cu9rLQXtL5us5wdy8tA,"6030 S Kings Ranch Rd
Gold Canyon, AZ 85118",False,Gold Canyon,3,Open Range Deli and BBQ,,33.360621,-111.442431,AZ,2.5
113,-IEBe1UpCz8-dTAp8_fClw,"8787 N Scottsdale Rd
Ste 102
Paradise Valley, AZ 85253",False,Paradise Valley,20,Garduno's Margarita Factory & Blue Agave,,33.546,-111.96828000000001,AZ,2.5
114,-iGegnCdHR1IWw4D_240_Q,"14071 W Bell Rd
Surprise, AZ 85374",True,Surprise,4,Cold Stone Creamery,,33.638145,-112.365227,AZ,4.5
115,-IGtjjf8lF9PpeF9S-9Lnw,"5421 W Thunderbird Rd
Glendale, AZ 85306",True,Glendale,3,Walgreens,,33.610613,-112.176455,AZ,1.5
116,-ijqzP5H4UCk2CEa6RRKQA,"21001 N Tatum Boulevard
Phoenix, AZ 85050",True,Phoenix,5,Sports Authority,,33.674646,-111.974853,AZ,4.5
117,-iJZ-PEnOw2oVUBFfg5wJw,"221 N Litchfield Road
Goodyear, AZ 85338",True,Goodyear,4,Doggie Door,,33.448357,-112.35706100000002,AZ,3.0
118,-IptYYZVDxgJgDB_eHJo1A,"4055 S Arizona Ave Ste 5
Chandler, AZ 85248",True,Chandler,5,Signature Nail and Spa,,33.258734000000004,-111.841214,AZ,2.5
119,-IpX9jcMdSaf4HEsYWtDhA,"1727 E Cortez Dr
Gilbert, AZ 85234",True,Gilbert,4,Aspen Plumbing & Rooter,,33.365809000000006,-111.75324499999999,AZ,4.5
120,-iyXLstr5tP_oPdxDQjKHg,"830 E Greenway Pkwy Ste 103
Phoenix, AZ 85022",True,Phoenix,3,Brown Eyed Girlz Boutique,,33.637685,-112.06238,AZ,1.0
121,-J0jhpG0rv4saq9OMh8gXw,"891 N Val Vista Dr
Ste D101
Gilbert, AZ 85234",False,Gilbert,5,Seattle Espresso,,33.366715,-111.75611200000002,AZ,4.5
122,-j3BF7gOIi-1tAHoFA3WIw,"Charlie's Phoenix
727 W Camelback Rd
Phoenix, AZ 85013",True,Phoenix,18,La Parilla Villa Catering,,33.508834,-112.083991,AZ,5.0
123,-JaNk2DOQdpjTl5Bu-iehg,"21001 N Tatum Blvd
Phoenix, AZ 85050",True,Phoenix,9,PetSmart,,33.678626,-111.97461499999999,AZ,3.5
124,-jBymA8tI-WURtSBcuUdXQ,"408 W Juanita Ave
Mesa, AZ 85210",True,Mesa,15,Schlotzsky's,,33.382674,-111.84073899999999,AZ,4.0
125,-jcfE58jX6-7ZiGazhWjgw,"Scottsdale, AZ 85271",True,Scottsdale,3,Crown Sedan,,33.47,-111.92,AZ,5.0
126,-JL0CWSLkkzFHZXlctnf8A,"1410 East Southern Ave
Tempe, AZ 85282",True,Tempe,72,Sweet Tomatoes,,33.393496,-111.914905,AZ,3.5
127,-JpZiiGPKOuCEiODGNyovw,"3200 E Sky Harbor Blvd
Ste  3300
Phoenix, AZ 85034",True,Phoenix,8,Wendy's Old Fashioned Hamburgers,,33.434933,-112.010747,AZ,3.5
128,-KcEUiwXi4uHoa6VV6KMuA,"7221 East Princess Blvd
Suite 118
Scottsdale, AZ 85255",True,Scottsdale,5,Ideal Image,,33.646602,-111.925097,AZ,2.0
129,-KEU36ohRQb19mrbA65Y3Q,"2957 W Bell Rd
Phoenix, AZ 85053",False,Phoenix,26,The Good Egg,,33.714327000000004,-112.13983300000001,AZ,3.5
130,-KF9RQPkmIOHfE0tzUu9bg,"2910 N Hayden Rd
Scottsdale, AZ 85251",True,Scottsdale,32,Dunkin Donuts,,33.480996000000005,-111.909292,AZ,3.5
131,-KR8uHx8mq-ogiFX7TITIw,"8233 N 7th St
Phoenix, AZ 85020",True,Phoenix,6,QuikTrip,,33.558759,-112.065221,AZ,4.5
132,-KSjEAnm5w8TBdRVLVwi9Q,"1528 E Southern Ave
Tempe, AZ 85282",True,Tempe,47,Los Reyes de la Torta,,33.393008,-111.914,AZ,4.0
133,-kVXDEqGHOWKxQ3EhvFgVA,"14747 N Northsight Blvd
Ste 116
Scottsdale, AZ 85260",False,Scottsdale,13,Kokopelli Mexican Grill,,33.61949,-111.89643600000001,AZ,4.0
134,-KySU-TyscoMMRNgzx4LaQ,"7014 Camelback Rd
Scottsdale, AZ 85251",True,Scottsdale,6,Zara,,33.502509,-111.929023,AZ,3.0
135,-KZC-59mP5Kcr52Zk7W89w,"715 W Baseline Road
Tempe, AZ 85283",True,Tempe,3,Chavez Barber Shop,,33.377289000000005,-111.95001299999998,AZ,5.0
136,-KzyOiFK4SM9I1vmuTSsuA,"4816 E Ray Rd
Phoenix, AZ 85044",True,Phoenix,12,Fresh & Easy Neighborhood Market,,33.319947,-111.97966000000001,AZ,4.0
137,-L39pGMPP1kM3DI0Z0oZSw,"120 E Taylor St
Phoenix, AZ 85004",True,Phoenix,9,Starbucks,,33.453507,-112.072278,AZ,2.5
138,-lDo_9oU_xna4_idQP1r4A,"4415 N Civic Center Plz
Scottsdale, AZ 85251",True,Scottsdale,94,Hotel Indigo Scottsdale,,33.501019,-111.920829,AZ,3.5
139,-lOSaCuBRAvX5JBifx-EMw,"455 N 3rd St
Phoenix, AZ 85004",True,Phoenix,80,Mi Amigo's Mexican Grill,,33.452796,-112.069318,AZ,3.0
140,-Lsdg-qZl_Lj3dj6VQI_Dg,"21001 N Tatum Blvd
Phoenix, AZ 85050",True,Phoenix,3,Cold Stone Creamery,,33.678615,-111.974607,AZ,4.0
141,-luJmoJUWtS4iQh7Bbbblw,"5066 W Olive Ave
Glendale, AZ 85302",True,Glendale,7,HoneyBaked Ham,,33.567784,-112.167253,AZ,4.0
142,-LunygEblxqpInmp6N801A,"Phoenix, AZ 85018",True,Phoenix,4,Carpet World,,33.49393,-112.024598,AZ,4.0
143,-L_rzBx627AcIFqZsPnsQQ,"7140 E Shea Blvd
Scottsdale, AZ 85254",True,Scottsdale,3,Circle K Stores,,33.582454999999996,-111.92661299999999,AZ,4.0
144,-M1rR1Ip7NOlMn5EbUkuog,"11425 E Via Linda
Scottsdale, AZ 85259",True,Scottsdale,7,McDonald's,,33.588985,-111.83549199999999,AZ,2.5
145,-MaIpPCz4153Uh1pnzI3AA,"5350 E Marriott Dr
Phoenix, AZ 85054",True,Phoenix,5,Stonegrill,,33.683440999999995,-111.96603600000002,AZ,3.5
146,-Mf4I8Jr_Vly37Z3Mgf0zQ,"409 N Scottsdale Rd
Scottsdale, AZ 85257",False,Scottsdale,10,JJ's Sports Cantina,,33.452268,-111.926128,AZ,3.5
147,-MFnc3jvLEduvqkOlaylHQ,"3893 S Arizona Ave
Chandler, AZ 85286",True,Chandler,9,Wendy's,,33.249190000000006,-111.840842,AZ,2.5
148,-Mi86BZenY9IROFUdVy8bA,"2902 N 44th St
Phoenix, AZ 85018",True,Phoenix,4,Bank of America,,33.480834,-111.98753700000002,AZ,2.5
